Sexo,Edad,Colegio,Ciudad/Cantón,Tiempo libre,Uso de equipos para ver contenido audiovisual,Importancia propia,Compras,Importancia de relaciones sociales,Cratividad ,Vida diaria en redes sociales,R Social mas usada,Por qué la preferencai ,Dispositivo E usado,Info (de que manera buscas),Marca o nombre que se te venga a la cabeza (Video),Marca o nombre que se te venga a la cabeza (musica),Marca o nombre que se te venga a la cabeza (informarte),Marca o nombre que se te venga a la cabeza (entretenimiento),Edad (1 dispositivo electronico),Palabra trabajo ,Al terminar el colegio ,Tener primer trabajo ,Prefeririras ser ,Permanencia en primer trabajo,Aspiraciones salariales,Incentivo de producto (Exclusivo),Incentivo de producto (Reciclado),Incentivo de producto (Aporte al medio ambiente),Incentivo de producto (personalizado),Incentivo de producto (Económico),Pensamiento (A-D),Vinculas éxito personal,Cuanto gastas en un antojo ,Mencion en tus redes sociales ,Puedes llegar a un publico especifico en una red social ,Acpertar difundir contenido en una RS,Demostracion de un producto en publico ,"Informacion de los influencers, piensas:","Toma de decisión, consideras a los influencers ",Que contenido prefieres ver en influencers ,Influencers nacionales,Influencers Nacionales ,Influencers internacionales ,Influencers Internacionales ,Cómo te ves en 10 años ,Estas de acuerdo con: Aborto ,Matrimonio igualitario,Eutanasia,La pena de muerte ,Donación de órganos ,El matrimonio para toda la vida ,La enseñanza religiosa en las escuelas 
Femenino,15,TEODORO WOLF,Otros,Ejercicios,Celular,Actitud,Acuerdo,Total acuerdo,8,Muy necesarias ,Instagram ,Privacidad,Celular ,Buscador,Youtube ,Apple music,Google,Netflix ,7,Aspiración,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,Más de $550,2,5,1,3,4,Es muy importante ahorrar,Al factor económico ,$10.01 - $20,Probablemente si ,No ,No estaría dispuesto,Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Importante ,Académico,Gabriela Pazmiño,Michela Pincay,Yuya ,Kim Laiza ,Viajando por el mundo ,Poco de acuerdo ,De acuerdo,No estoy de acuerdo ,Poco de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Femenino,16,TEODORO WOLF,Otros,Lectura,Televisón,Conocimientos,Indiferente,Indiferente,6,Necesarias,Instagram ,Distracción,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Facebook,Facebook,14,Aspiración,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,De $451 a $550,1,4,2,5,3,Es importante pero hay que pensar también en el presente,A logros personales ,$10.01 - $20,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Es verdad,Muy importante ,Académico,Lenin Moreno,Alfonso Espinoza De Los Monteros ,Luisito Comunica,Bad Bunny,Trabajando para ser un buen profesional ,Imparcial,Muy de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,De acuerdo,Imparcial,Imparcial
Femenino,16,TEODORO WOLF,Otros,Lectura,Computadora,Conocimientos,Indiferente,Indiferente,10,Muy necesarias ,Instagram ,Distracción,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Youtube ,Google,Facebook,10,Aspiración,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,3,4,3,1,2,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Deporte,Lenin Moreno,Gabriela Pazmiño,Yuya ,Pau tips,Viajando por el mundo ,Imparcial,De acuerdo,De acuerdo,Imparcial,De acuerdo,De acuerdo,No estoy de acuerdo 
Femenino,16,TEODORO WOLF,Otros,Lectura,Televisón,Salud mental,Total acuerdo,Acuerdo,6,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Youtube ,Apple music,Google,Facebook,11,Otra palabra,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,De $386 a $450,2,5,4,4,3,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Moda,Dayanara Peralta ,Paola Farias ,Pau tips,Ariatna Gutierrez,Viajando por el mundo ,Imparcial,Muy de acuerdo ,Imparcial,Imparcial,Muy de acuerdo ,Imparcial,Imparcial
Femenino,17,TEODORO WOLF,Otros,Televisión,Televisón,Habilidades,Total acuerdo,Acuerdo,9,Necesarias,Instagram ,Privacidad,Celular ,Buscador,Youtube ,Apple music,Google,Facebook,7,Otra palabra,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,De $386 a $450,1,5,5,3,5,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,Nada importante ,Moda,Ronald Farina,Felipe Crespo,Pau tips,Selena Gomez,Trabajando para ser un buen profesional ,Poco de acuerdo ,Muy de acuerdo ,Imparcial,Imparcial,De acuerdo,Poco de acuerdo ,Poco de acuerdo 
Masculino,16,TEODORO WOLF,Otros,Ejercicios,Televisón,Actitud,Acuerdo,Acuerdo,7,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Netflix ,12,Libertad,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De 6 meses a un año ,Más de $550,3,3,1,2,3,Es muy importante ahorrar,Al factor económico ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Deporte,Jefferson Perez,Antonio Valencia,Bad Bunny,Kim Laiza ,Haciendo estudios de posgrado,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,De acuerdo,Imparcial,Imparcial
Masculino,16,TEODORO WOLF,Otros,Ejercicios,Celular,Salud mental,Indiferente,Acuerdo,9,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Netflix ,12,Dinero,,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De un año a año y medio ,El total del salario basico ,2,5,4,1,3,Es muy importante ahorrar,A logros personales ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Lo tomas en consideración ,Poco importante ,Deporte,Felipe Crespo,Sharon,La divaza ,Jon Z,Trabajando para ser un buen profesional ,Imparcial,De acuerdo,De acuerdo,Imparcial,Muy de acuerdo ,Imparcial,Imparcial
Masculino,16,TEODORO WOLF,Otros,RR.SS.,Televisón,Salud mental,Acuerdo,Acuerdo,10,Necesarias,Instagram ,Distracción,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Wikipedia,Netflix ,13,Dinero,Ambas,de 1 a 2 años despues de haberme graduado,Un empleado en empresa multinacional ,De 6 meses a un año ,Más de $550,1,4,5,3,2,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,Importante ,Moda,Logan y Logan,Felipe Crespo,Cristiano Ronaldo ,Peter Sangan,Trabajando para ser un buen profesional ,Imparcial,Imparcial,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
Femenino,16,TEODORO WOLF,Otros,RR.SS.,Celular,Conocimientos,Total acuerdo,Acuerdo,5,Necesarias,Facebook,Facilidad de uso,Celular ,Buscador,Youtube ,Spotify,Google,Youtube ,11,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,De $451 a $550,1,2,3,4,5,Es muy importante ahorrar,Al reconocimiento social ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Importante ,Moda,Felipe Crespo,Alex Vizuete,Luisito Comunica,Bad Bunny,Trabajando para ser un buen profesional ,Poco de acuerdo ,De acuerdo,De acuerdo,De acuerdo,Poco de acuerdo ,De acuerdo,De acuerdo
Femenino,17,TEODORO WOLF,Otros,Ejercicios,Celular,Actitud,Total acuerdo,Total acuerdo,7,Muy necesarias ,Instagram ,Popularidad,Celular ,Redes Sociales,Youtube ,Spotify,Google,Youtube ,5,Dinero,Ninguna ,Al pasar más de 3 años de haberme graduado,Un emprendedor ,Más de 2 años,Más de $550,,,,,,No es importante porque hay que hacer compras necesarias en el presente,A logros académicos ,$20.01 - $30,Seguro que no ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Poco creíble,Poco importante ,Viajes,Michela Pincay,Mirella Cesa,Kylie Jenner,Ariatna Gutierrez,Viajando por el mundo ,Muy deacuerdo ,Poco de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Femenino,16,TEODORO WOLF,Otros,internet,Celular,Apariencia física,Indiferente,Indiferente,3,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Youtube ,Youtube ,Youtube ,10,Dinero,Solo estudiar ,Al pasar más de 3 años de haberme graduado,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,3,5,4,2,1,Es muy importante ahorrar,A logros personales ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Viajes,Michela Pincay,Felipe Crespo,Luisito Comunica,Kim Laiza ,Trabajando para ser un buen profesional ,De acuerdo,De acuerdo,Poco de acuerdo ,Imparcial,De acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,17,TEODORO WOLF,Otros,RR.SS.,Celular,Habilidades,Acuerdo,Acuerdo,1,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Youtube ,12,Aspiración,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De un año a año y medio ,De $386 a $450,2,3,4,5,1,Es muy importante ahorrar,Al reconocimiento social ,$1 - $5,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Moda,Alex Vizuete,Gabriela Pazmiño,Selena Gomez,La divaza ,Trabajando para ser un buen profesional ,Imparcial,Imparcial,Imparcial,Imparcial,De acuerdo,De acuerdo,Imparcial
Femenino,18,TEODORO WOLF,Otros,Ejercicios,Televisón,Salud mental,Acuerdo,Total acuerdo,8,Necesarias,Instagram ,Distracción,Celular ,Redes Sociales,Youtube ,Youtube ,Google,Netflix ,8,Libertad,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $386 a $450,3,4,5,3,2,Es muy importante ahorrar,Al reconocimiento social ,$10.01 - $20,Probablemente si ,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,Muy importante ,Moda,Logan y Logan,Fernando Gaibor,Kylie Jenner,La divaza ,Trabajando para ser un buen profesional ,No estoy de acuerdo ,Imparcial,Imparcial,Poco de acuerdo ,De acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,17,TEODORO WOLF,Otros,RR.SS.,Celular,Actitud,Total acuerdo,Acuerdo,6,Muy necesarias ,Facebook,Distracción,Celular ,Buscador,Youtube ,Spotify,Facebook,Netflix ,15,Vocación ,Solo estudiar ,Al pasar más de 3 años de haberme graduado,Un empleado en empresa multinacional ,De 6 meses a un año ,De $451 a $550,1,5,4,3,3,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Seguro que sí,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,Muy importante ,Otra ,Felipe Crespo,Gabriela Pazmiño,La divaza ,Luisito Comunica,Trabajando para ser un buen profesional ,De acuerdo,Imparcial,Imparcial,Imparcial,Muy de acuerdo ,De acuerdo,De acuerdo
Femenino,16,TEODORO WOLF,Otros,Ejercicios,Celular,Conocimientos,Acuerdo,Indiferente,8,Necesarias,Instagram ,Distracción,Celular ,Redes Sociales,Youtube ,Spotify,Google,Facebook,9,Aspiración,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,Más de $550,2,5,4,2,1,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Importante ,Moda,Logan y Logan,Dayanara Peralta ,La divaza ,Luisito Comunica,Trabajando para ser un buen profesional ,De acuerdo,Muy de acuerdo ,Imparcial,Poco de acuerdo ,De acuerdo,Muy de acuerdo ,De acuerdo
Masculino,16,TEODORO WOLF,Otros,Ejercicios,Celular,Actitud,Acuerdo,Acuerdo,7,Necesarias,Instagram ,Popularidad,Celular ,Buscador,Youtube ,Spotify,Facebook,Facebook,10,Vocación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,Más de $550,1,4,5,3,3,Es muy importante ahorrar,Al factor económico ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,Muy importante ,Moda,Logan y Logan,Lenin Moreno,Yuya ,Pau tips,Viajando por el mundo ,No estoy de acuerdo ,No estoy de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,16,TEODORO WOLF,Otros,RR.SS.,Televisón,Apariencia física,Desacuerdo,Desacuerdo ,8,Necesarias,Instagram ,Facilidad de uso,Celular ,Buscador,Youtube ,Youtube ,Google,Facebook,9,Aspiración,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,4,5,3,1,2,Es importante pero hay que pensar también en el presente,A logros personales ,$1 - $5,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Moda,Alex Vizuete,Dayanara Peralta ,Luisito Comunica,Ariatna Gutierrez,Trabajando para ser un buen profesional ,Poco de acuerdo ,Muy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,Poco de acuerdo ,De acuerdo
Masculino,17,TEODORO WOLF,Otros,RR.SS.,Celular,Actitud,Acuerdo,Acuerdo,8,Necesarias,Facebook,Distracción,PC/ computadora de escritorio ,Buscador,Youtube ,Apple music,Google,Facebook,11,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Menos de 6 meses ,Más de $550,2,5,1,3,4,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Seguro que sí,Si ,No estaría dispuesto,No lo haría,Lo tomas en consideración ,Muy importante ,Deporte,Michela Pincay,Ronald Farina,Yuya ,Selena Gomez,Trabajando para ser un buen profesional ,No estoy de acuerdo ,De acuerdo,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,Muy de acuerdo ,Imparcial
Femenino,17,TEODORO WOLF,Otros,Ejercicios,Celular,Actitud,Acuerdo,Total acuerdo,8,Muy necesarias ,Instagram ,Privacidad,Celular ,Buscador,Youtube ,Apple music,Google,Facebook,7,Otra palabra,Solo estudiar ,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,1,4,2,3,5,Es muy importante ahorrar,A logros personales ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Poco creíble,Importante ,Deporte,Alfonso Espinoza De Los Monteros ,Jefferson Perez,Pau tips,Kim Laiza ,Trabajando para ser un buen profesional ,No estoy de acuerdo ,De acuerdo,No estoy de acuerdo ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Femenino,16,TEODORO WOLF,Otros,Lectura,Televisón,Conocimientos,Indiferente,Indiferente,6,Necesarias,Instagram ,Distracción,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Google,Netflix ,9,Aspiración,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,De $386 a $450,4,5,3,2,1,Es importante pero hay que pensar también en el presente,Al factor económico ,$1 - $5,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Viajes,Gabriela Pazmiño,Felipe Crespo,Pau tips,Jon Z,Trabajando para ser un buen profesional ,No estoy de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Poco de acuerdo ,Poco de acuerdo 
Femenino,16,TEODORO WOLF,Otros,Lectura,Computadora,Conocimientos,Indiferente,Indiferente,10,Muy necesarias ,Instagram ,Distracción,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Youtube ,Google,Netflix ,11,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,Más de $550,2,2,3,3,3,Es importante pero hay que pensar también en el presente,A logros personales ,$1 - $5,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Muy importante ,Deporte,Paola Farias ,Ronald Farina,Bad Bunny,Peter Sangan,Trabajando para ser un buen profesional ,No estoy de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Poco de acuerdo ,Poco de acuerdo 
Masculino,16,TEODORO WOLF,Otros,internet,Celular,Conocimientos,Total acuerdo,Indiferente,10,Nada necesarias ,Snapchat,Distracción,Celular ,Enciclopedias Virtuales,Youtube ,Youtube ,Google,Netflix ,11,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,1,1,1,2,2,Es importante pero hay que pensar también en el presente,A logros personales ,$10.01 - $20,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Poco importante ,Académico,Alex Vizuete,Logan y Logan,Sebastian Yatra,La divaza ,Viajando por el mundo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Poco de acuerdo ,Imparcial,De acuerdo,Muy de acuerdo 
Femenino,17,TEODORO WOLF,Otros,RR.SS.,Celular,Estado físico,Desacuerdo,Total acuerdo,10,Necesarias,Instagram ,Popularidad,Celular ,Buscador,Youtube ,Play music,Google,Facebook,11,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,El total del salario basico ,3,3,2,3,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente si ,No ,No estaría dispuesto,Por el producto y mostrar la imagen personal,Poco creíble,Importante ,Tecnología,Maximo Escalera ,Alex Vizuete,Cristiano Ronaldo ,Kim Laiza ,Ninguna,No estoy de acuerdo ,Poco de acuerdo ,Imparcial,De acuerdo,De acuerdo,De acuerdo,Poco de acuerdo 
Femenino,17,TEODORO WOLF,Otros,Ejercicios,Computadora,Estado físico,Desacuerdo,Acuerdo,1,Muy necesarias ,Snapchat,Distracción,Laptop,Buscador,Youtube ,Youtube ,Facebook,Facebook,7,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,2,2,3,5,3,Es importante pero hay que pensar también en el presente,Al factor económico ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Importante ,Ninguna ,Jasu Montero,Michela Pincay,Bad Bunny,Bad Bunny,Trabajando para ser un buen profesional ,No estoy de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,Poco de acuerdo ,De acuerdo,Imparcial,De acuerdo
Femenino,16,TEODORO WOLF,Otros,RR.SS.,Televisón,Actitud,Total acuerdo,Total acuerdo,9,Muy necesarias ,Facebook,Popularidad,Celular ,Redes Sociales,Youtube ,Spotify,Google,Youtube ,10,Otra palabra,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,De 6 meses a un año ,El total del salario basico ,1,1,4,3,4,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Importante ,Deporte,Mirella Cesa,Alfonso Espinoza De Los Monteros ,Karol G,Pau tips,Viajando por el mundo ,No estoy de acuerdo ,De acuerdo,No estoy de acuerdo ,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,16,TEODORO WOLF,Otros,internet,Computadora,Conocimientos,Indiferente,Indiferente,10,Muy necesarias ,Twitter,Privacidad,Celular ,Buscador,Youtube ,Play music,Google,Facebook,10,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,Más de $550,1,3,2,1,3,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Muy importante ,Viajes,Efrain Ruales,Gabriela Pazmiño,Sebastian Yatra,Ariatna Gutierrez,Trabajando para ser un buen profesional ,No estoy de acuerdo ,De acuerdo,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,De acuerdo,Poco de acuerdo 
Femenino,16,TEODORO WOLF,Otros,Lectura,Celular,Salud mental,Acuerdo,Acuerdo,5,Muy necesarias ,Instagram ,Distracción,Celular ,Redes Sociales,Youtube ,Youtube ,Wikipedia,Youtube ,10,Otra palabra,Solo trabajar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,5,4,1,2,3,Es importante pero hay que pensar también en el presente,Al factor económico ,$1 - $5,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Viajes,Maykel,Paola Farias ,Karol G,Paulo Londra,Trabajando para ser un buen profesional ,No estoy de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,Poco de acuerdo ,Muy de acuerdo ,Imparcial,No estoy de acuerdo 
